IDN5,NM5,IDN4,NM4,IDN3,NM3,IDN2,NM2,NUTS3,NUTS3_CODE,LAU1,LAU1_CODE,LAU2,LAU2_CODE,x,y,x_long,y_lat
856410,Liptovské Sliače,511005,Liptovské Sliače,508,Ružomberok,5,Žilinský,Žilinský kraj,SK031,Ružomberok,SK0318,Liptovské Sliače,SK0318511005,-397308.588709582,-1194682.61383282,19.3907072051507,49.0523696776146
856444,Sliepkovce,523071,Sliepkovce,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Sliepkovce,SK0427523071,-212810.108227639,-1248751.09395528,21.9415180630819,48.6569848119682
856452,Slivník,543748,Slivník,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Slivník,SK042B543748,-241489.723232477,-1254029.5452122,21.5556170741572,48.5991749940796
856461,Slizké,515531,Slizké,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Slizké,SK0329515531,-350618.949829561,-1257346.37614452,20.0814351097349,48.5179835820232
856479,Slopná,557480,Slopná,306,Považská Bystrica,3,Trenčiansky,Trenčiansky kraj,SK022,Považská Bystrica,SK0226,Slopná,SK0226557480,-469296.208486207,-1190223.40840564,18.4040894119161,49.0421996219614
856487,Slovany,512613,Slovany,506,Martin,5,Žilinský,Žilinský kraj,SK031,Martin,SK0316,Slovany,SK0316512613,-440487.555781269,-1198474.83957138,18.8058335475088,48.9893008907983
856495,Slovenská Kajňa,529168,Slovenská Kajňa,713,Vranov nad Topľou,7,Prešovský,Prešovský kraj,SK041,Vranov nad Topľou,SK041D,Slovenská Kajňa,SK041D529168,-229806.772394792,-1213380.29702785,21.6913130232196,48.9688131393863
856525,Slovenská Ľupča,509001,Slovenská Ľupča,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Slovenská Ľupča,SK0321509001,-407818.949562081,-1226343.85936696,19.2786779985435,48.7615912754715
856541,Slovenská Nová Ves,556564,Slovenská Nová Ves,207,Trnava,2,Trnavský,Trnavský kraj,SK021,Trnava,SK0217,Slovenská Nová Ves,SK0217556564,-540739.018900481,-1267744.77590667,17.5323321954969,48.2902355100142
856550,Slovenská Ves,523810,Slovenská Ves,703,Kežmarok,7,Prešovský,Prešovský kraj,SK041,Kežmarok,SK0413,Slovenská Ves,SK0413523810,-321190.571530223,-1177337.44051953,20.4167753765033,49.2520380808322
856568,Gruzovce,559644,Gruzovce,702,Humenné,7,Prešovský,Prešovský kraj,SK041,Humenné,SK0412,Gruzovce,SK0412559644,-216581.700362637,-1212674.34153903,21.8714425895344,48.9798888587997
856576,Slovenská Volová,520772,Slovenská Volová,702,Humenné,7,Prešovský,Prešovský kraj,SK041,Humenné,SK0412,Slovenská Volová,SK0412520772,-218304.787256138,-1212610.86643681,21.8478867401253,48.9798583200427
856592,Slovenské Ďarmoty,516384,Slovenské Ďarmoty,610,Veľký Krtíš,6,Banskobystrický,Banskobystrický kraj,SK032,Veľký Krtíš,SK032A,Slovenské Ďarmoty,SK032A516384,-412900.636351732,-1300641.27137602,19.282928236161,48.091826649761
856606,Slovenské Kľačany,516392,Slovenské Kľačany,610,Veľký Krtíš,6,Banskobystrický,Banskobystrický kraj,SK032,Veľký Krtíš,SK032A,Slovenské Kľačany,SK032A516392,-400614.320927488,-1282277.61084417,19.4300808801179,48.2644607985975
856614,Slovenské Krivé,520781,Slovenské Krivé,702,Humenné,7,Prešovský,Prešovský kraj,SK041,Humenné,SK0412,Slovenské Krivé,SK0412520781,-205546.371634573,-1202755.37848612,22.0171242510903,49.0727580619848
856631,Slovenské Nové Mesto,543756,Slovenské Nové Mesto,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Slovenské Nové Mesto,SK042B543756,-233217.643496876,-1274222.1485091,21.6789499221607,48.4208498207013
856649,Slovenské Pravno,512621,Slovenské Pravno,509,Turčianske Teplice,5,Žilinský,Žilinský kraj,SK031,Turčianske Teplice,SK0319,Slovenské Pravno,SK0319512621,-444111.339249051,-1206801.46308621,18.765481539468,48.9120809365985
856657,Slovenský Grob,508225,Slovenský Grob,107,Pezinok,1,Bratislavský,Bratislavský kraj,SK010,Pezinok,SK0107,Slovenský Grob,SK0107508225,-558992.135438076,-1270619.87461531,17.2913560869077,48.2485939902361
856665,Nižné Slovinky,543535,Slovinky,810,Spišská Nová Ves,8,Košický,Košický kraj,SK042,Spišská Nová Ves,SK042A,Slovinky,SK042A543535,-293588.939774772,-1220370.68876274,20.8262902010107,48.8792804085251
856681,Vyšné Slovinky,543535,Slovinky,810,Spišská Nová Ves,8,Košický,Košický kraj,SK042,Spišská Nová Ves,SK042A,Slovinky,SK042A543535,-296179.460347817,-1222770.09170336,20.7927425725735,48.8565099549268
856703,Smilno,519782,Smilno,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Smilno,SK0411519782,-252539.250420816,-1166497.54961629,21.3520726072312,49.3811586568231
856754,Smižany,560154,Smižany,810,Spišská Nová Ves,8,Košický,Košický kraj,SK042,Spišská Nová Ves,SK042A,Smižany,SK042A560154,-319427.636250521,-1213941.07209866,20.4695688654073,48.9243307450394
856771,Smolenice,507555,Smolenice,207,Trnava,2,Trnavský,Trnavský kraj,SK021,Trnava,SK0217,Smolenice,SK0217507555,-546251.053756647,-1242892.5266579,17.4260023148512,48.5079490527179
856789,Smolenická Nová Ves,507555,Smolenice,207,Trnava,2,Trnavský,Trnavský kraj,SK021,Trnava,SK0217,Smolenice,SK0217507555,-546684.843803903,-1244551.27346763,17.4223314893679,48.4927239387292
856801,Smolinské,504823,Smolinské,205,Senica,2,Trnavský,Trnavský kraj,SK021,Senica,SK0215,Smolinské,SK0215504823,-566965.089438444,-1221301.05249067,17.1176271142525,48.6827827619617
856819,Smolnícka Huta,543551,Smolnícka Huta,801,Gelnica,8,Košický,Košický kraj,SK042,Gelnica,SK0421,Smolnícka Huta,SK0421543551,-296431.669548911,-1233332.21883365,20.7968883659977,48.7615360128958
856835,Smolník nad Cirochou,520829,Stakčín,709,Snina,7,Prešovský,Prešovský kraj,SK041,Snina,SK0419,Stakčín,SK0419520829,-186027.684664323,-1198769.12849007,22.2823080793265,49.1147219352957
856851,Smolník,543560,Smolník,801,Gelnica,8,Košický,Košický kraj,SK042,Gelnica,SK0421,Smolník,SK0421543560,-303087.664068638,-1236754.50656763,20.7089828703013,48.7276163113709
856878,Smrdáky,504831,Smrdáky,205,Senica,2,Trnavský,Trnavský kraj,SK021,Senica,SK0215,Smrdáky,SK0215504831,-552715.646281988,-1218170.07921337,17.3060364323655,48.7235554110583
856886,Smrečany,511013,Smrečany,505,Liptovský Mikuláš,5,Žilinský,Žilinský kraj,SK031,Liptovský Mikuláš,SK0315,Smrečany,SK0315511013,-377494.284280397,-1187776.31174331,19.6548032044409,49.1266720254188
856894,Snakov,519791,Snakov,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Snakov,SK0411519791,-275213.300138828,-1170104.86808008,21.0426537727383,49.3390980155703
856908,Snežnica,509469,Snežnica,504,Kysucké Nové Mesto,5,Žilinský,Žilinský kraj,SK031,Kysucké Nové Mesto,SK0314,Snežnica,SK0314509469,-438955.041349193,-1168037.89629105,18.7939296180612,49.2632438636701
856941,Snina,520802,Snina,709,Snina,7,Prešovský,Prešovský kraj,SK041,Snina,SK0419,Snina,SK0419520802,-195525.141621314,-1212247.37286922,22.1587292614454,48.99068434935
857106,Soblahov,506508,Soblahov,309,Trenčín,3,Trenčiansky,Trenčiansky kraj,SK022,Trenčín,SK0229,Soblahov,SK0229506508,-493694.731608983,-1208486.22582198,18.0936080528992,48.8597093967559
857114,Soboš,527807,Soboš,712,Svidník,7,Prešovský,Prešovský kraj,SK041,Svidník,SK041C,Soboš,SK041C527807,-238329.23566722,-1193317.3087917,21.5633299446288,49.1458635543013
857165,Sobotište,504840,Sobotište,205,Senica,2,Trnavský,Trnavský kraj,SK021,Senica,SK0215,Sobotište,SK0215504840,-544433.037893107,-1216364.47652498,17.415710581207,48.7469852861992
857190,Sobrance,523089,Sobrance,809,Sobrance,8,Košický,Košický kraj,SK042,Sobrance,SK0429,Sobrance,SK0429523089,-194861.212463192,-1239318.41297467,22.1805929029084,48.7475964993956
857203,Socovce,512630,Socovce,506,Martin,5,Žilinský,Žilinský kraj,SK031,Martin,SK0316,Socovce,SK0316512630,-436001.175796988,-1203625.17558907,18.8724288725916,48.9462819683844
857220,Sokoľ,522031,Sokoľ,806,Košice - okolie,8,Košický,Košický kraj,SK042,Košice - okolie,SK0426,Sokoľ,SK0426522031,-266797.247250112,-1228749.20321272,21.1965915127921,48.8160359109029
857238,Sokolce-Turi,501344,Sokolce,401,Komárno,4,Nitriansky,Nitriansky kraj,SK023,Komárno,SK0231,Sokolce,SK0231501344,-520065.861020081,-1314964.61829278,17.8676383893086,47.8847244052927
857246,Sokolce-Lak,501344,Sokolce,401,Komárno,4,Nitriansky,Nitriansky kraj,SK023,Komárno,SK0231,Sokolce,SK0231501344,-521187.009499953,-1317024.6626357,17.8552191860342,47.8653572960294
857254,Sokolče,511153,Vlachy,505,Liptovský Mikuláš,5,Žilinský,Žilinský kraj,SK031,Liptovský Mikuláš,SK0315,Vlachy,SK0315511153,-389187.730358436,-1191363.28876545,19.4983852157785,49.0872802507523
857262,Sokolovce,507563,Sokolovce,204,Piešťany,2,Trnavský,Trnavský kraj,SK021,Piešťany,SK0214,Sokolovce,SK0214507563,-515453.692911024,-1243053.8615224,17.8412911741031,48.5325400416219
857271,Soľ,529176,Soľ,713,Vranov nad Topľou,7,Prešovský,Prešovský kraj,SK041,Vranov nad Topľou,SK041D,Soľ,SK041D529176,-236779.918998943,-1218501.6882188,21.5991042699903,48.9201914945401
857289,Solčany,505498,Solčany,406,Topoľčany,4,Nitriansky,Nitriansky kraj,SK023,Topoľčany,SK0236,Solčany,SK0236505498,-487306.09723108,-1246918.87769815,18.2255457728126,48.5203888403224
857297,Solčianky,556327,Solčianky,406,Topoľčany,4,Nitriansky,Nitriansky kraj,SK023,Topoľčany,SK0236,Solčianky,SK0236556327,-488534.689230942,-1235392.48972278,18.1954526466669,48.6227085035302
857301,Solivar,524140,Prešov,707,Prešov,7,Prešovský,Prešovský kraj,SK041,Prešov,SK0417,Prešov,SK0417524140,-259882.45262623,-1211693.35019905,21.2798900179035,48.9721626104058
857319,Soľnička,543764,Soľnička,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Soľnička,SK042B543764,-212049.590198317,-1268041.28873324,21.9616423231932,48.4838777708363
857327,Soľník,527815,Soľník,711,Stropkov,7,Prešovský,Prešovský kraj,SK041,Stropkov,SK041B,Soľník,SK041B527815,-224748.420965105,-1186184.77280705,21.7453925425688,49.215004096497
857335,Sološnica,504858,Sološnica,106,Malacky,1,Bratislavský,Bratislavský kraj,SK010,Malacky,SK0106,Sološnica,SK0106504858,-560680.875328748,-1246660.99912993,17.2367263194289,48.4615076331287
857343,Nová Vieska pri Bodrogu,543772,Somotor,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Somotor,SK042B543772,-222399.067444341,-1274561.00917765,21.8251966598288,48.4217148328373
857351,Somotor,543772,Somotor,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Somotor,SK042B543772,-223337.918030012,-1277071.58065391,21.8138566056538,48.3988206733789
857360,Véč,543772,Somotor,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Somotor,SK042B543772,-222312.756587013,-1275774.34202063,21.8270048556587,48.4108411577021
857378,Spišská Belá,523828,Spišská Belá,703,Kežmarok,7,Prešovský,Prešovský kraj,SK041,Kežmarok,SK0413,Spišská Belá,SK0413523828,-320686.705450061,-1183156.78484812,20.4282772650848,49.2000580069059
857386,Spišská Nová Ves,526355,Spišská Nová Ves,810,Spišská Nová Ves,8,Košický,Košický kraj,SK042,Spišská Nová Ves,SK042A,Spišská Nová Ves,SK042A526355,-315659.3886722,-1215969.35722821,20.5224687113609,48.9080367775743
857581,Spišská Stará Ves,523836,Spišská Stará Ves,703,Kežmarok,7,Prešovský,Prešovský kraj,SK041,Kežmarok,SK0413,Spišská Stará Ves,SK0413523836,-324758.591620756,-1162813.21668229,20.3561997046169,49.3805545826881
857599,Spišská Teplica,523844,Spišská Teplica,706,Poprad,7,Prešovský,Prešovský kraj,SK041,Poprad,SK0416,Spišská Teplica,SK0416523844,-337325.331574484,-1200521.04393851,20.2147299945031,49.0353789051124
857611,Spišské Bystré,523852,Spišské Bystré,706,Poprad,7,Prešovský,Prešovský kraj,SK041,Poprad,SK0416,Spišské Bystré,SK0416523852,-336264.450073924,-1207091.84281795,20.2346042094528,48.9769700922671
857629,Spišské Hanušovce,523861,Spišské Hanušovce,703,Kežmarok,7,Prešovský,Prešovský kraj,SK041,Kežmarok,SK0413,Spišské Hanušovce,SK0413523861,-325851.982345382,-1169466.58596423,20.3465286434782,49.3202583115938
857645,Spišské Podhradie,543578,Spišské Podhradie,704,Levoča,7,Prešovský,Prešovský kraj,SK041,Levoča,SK0414,Spišské Podhradie,SK0414543578,-298625.531756977,-1206164.58562971,20.7473929104516,49.0044650050825
857670,Spišské Tomášovce,543586,Spišské Tomášovce,810,Spišská Nová Ves,8,Košický,Košický kraj,SK042,Spišská Nová Ves,SK042A,Spišské Tomášovce,SK042A543586,-319847.234712577,-1211108.56506961,20.4616479035745,48.9495467211294
857696,Spišské Vlachy,543594,Spišské Vlachy,810,Spišská Nová Ves,8,Košický,Košický kraj,SK042,Spišská Nová Ves,SK042A,Spišské Vlachy,SK042A543594,-295189.505186422,-1214621.42986747,20.8003738495479,48.9301571731922
857726,Spišský Hrhov,543608,Spišský Hrhov,704,Levoča,7,Prešovský,Prešovský kraj,SK041,Levoča,SK0414,Spišský Hrhov,SK0414543608,-306609.488033556,-1206434.30383775,20.6386294432657,48.9981657537964
857734,Spišský Hrušov,543616,Spišský Hrušov,810,Spišská Nová Ves,8,Košický,Košický kraj,SK042,Spišská Nová Ves,SK042A,Spišský Hrušov,SK042A543616,-302462.816424564,-1211849.55180715,20.699209218511,48.951565255085
857751,Spišský Štiavnik,523879,Spišský Štiavnik,706,Poprad,7,Prešovský,Prešovský kraj,SK041,Poprad,SK0416,Spišský Štiavnik,SK0416523879,-327630.860348074,-1206407.4624153,20.3518015579235,48.9877113377352
857777,Spišský Štvrtok,543624,Spišský Štvrtok,704,Levoča,7,Prešovský,Prešovský kraj,SK041,Levoča,SK0414,Spišský Štvrtok,SK0414543624,-318962.872202613,-1205016.08062942,20.4689680422759,49.004699052533
857785,Srňacie,509540,Dolný Kubín,503,Dolný Kubín,5,Žilinský,Žilinský kraj,SK031,Dolný Kubín,SK0313,Dolný Kubín,SK0313509540,-397916.913254264,-1178304.07885099,19.3664182429476,49.198890777483
857793,Stakčínska Roztoka,520811,Stakčínska Roztoka,709,Snina,7,Prešovský,Prešovský kraj,SK041,Snina,SK0419,Stakčínska Roztoka,SK0419520811,-185584.881074935,-1210277.98673757,22.2935910348371,49.0114225056979
857807,Stakčín,520829,Stakčín,709,Snina,7,Prešovský,Prešovský kraj,SK041,Snina,SK0419,Stakčín,SK0419520829,-189850.288900102,-1210866.29910649,22.2355888925522,49.0048503055755
857823,Stankovany,511030,Stankovany,508,Ružomberok,5,Žilinský,Žilinský kraj,SK031,Ružomberok,SK0318,Stankovany,SK0318511030,-412794.812051874,-1183077.37207646,19.1676630300964,49.1463637407757
857840,Stankovce,543781,Stankovce,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Stankovce,SK042B543781,-232779.553548057,-1235790.03055072,21.6633959229207,48.7663569072211
857858,Stará Bašta,515540,Stará Bašta,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Stará Bašta,SK0329515540,-363731.550506755,-1293172.26708935,19.9352693923938,48.1889848549564
857921,Stará Bystrica,509477,Stará Bystrica,502,Čadca,5,Žilinský,Žilinský kraj,SK031,Čadca,SK0312,Stará Bystrica,SK0312509477,-427391.110793023,-1158576.95345421,18.9423558622905,49.3561536773017
857939,Stará Halič,511846,Stará Halič,606,Lučenec,6,Banskobystrický,Banskobystrický kraj,SK032,Lučenec,SK0326,Stará Halič,SK0326511846,-389917.468303531,-1270694.63178176,19.5631019866859,48.3750819099144
857971,Stará Huta,518816,Stará Huta,604,Detva,6,Banskobystrický,Banskobystrický kraj,SK032,Detva,SK0324,Stará Huta,SK0324518816,-405628.846710026,-1258977.7051426,19.3402138775641,48.470279748134
858048,Stará Kremnička,517267,Stará Kremnička,613,Žiar nad Hronom,6,Banskobystrický,Banskobystrický kraj,SK032,Žiar nad Hronom,SK032D,Stará Kremnička,SK032D517267,-437328.407146489,-1240131.48385331,18.893001797992,48.6180362731829
858064,Stará Lehota,506516,Stará Lehota,304,Nové Mesto nad Váhom,3,Trenčiansky,Trenčiansky kraj,SK022,Nové Mesto nad Váhom,SK0224,Stará Lehota,SK0224506516,-505821.738813274,-1231717.35084772,17.9574127411669,48.6419175613754
858081,Stará Lesná,523887,Stará Lesná,703,Kežmarok,7,Prešovský,Prešovský kraj,SK041,Kežmarok,SK0413,Stará Lesná,SK0413523887,-330116.869884158,-1189766.86204379,20.3044600521374,49.1357800638003
858099,Stará Ľubovňa,526665,Stará Ľubovňa,710,Stará Ľubovňa,7,Prešovský,Prešovský kraj,SK041,Stará Ľubovňa,SK041A,Stará Ľubovňa,SK041A526665,-300657.805779181,-1171398.28086876,20.694005336626,49.3156577095443
858196,Stará Myjava,504866,Stará Myjava,303,Myjava,3,Trenčiansky,Trenčiansky kraj,SK022,Myjava,SK0223,Stará Myjava,SK0223504866,-530551.735506339,-1210850.02417393,17.5965502276824,48.8082956753403
858251,Stará Turá,506524,Stará Turá,304,Nové Mesto nad Váhom,3,Trenčiansky,Trenčiansky kraj,SK022,Nové Mesto nad Váhom,SK0224,Stará Turá,SK0224506524,-525916.906283933,-1211990.43869973,17.6608329914876,48.8020065564522
858366,Stará Voda,543632,Stará Voda,801,Gelnica,8,Košický,Košický kraj,SK042,Gelnica,SK0421,Stará Voda,SK0421543632,-305047.594334984,-1228091.51232957,20.6759934965977,48.8044588543557
858374,Staré,523097,Staré,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Staré,SK0427523097,-216632.611982364,-1226319.44849841,21.8779317093413,48.8572570646512
858447,Staré Hory,509019,Staré Hory,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Staré Hory,SK0321509019,-418565.426385785,-1216350.81054032,19.1227682296531,48.8441145455747
858455,Turecká,557269,Turecká,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Turecká,SK0321557269,-421635.1606362,-1214530.12417895,19.0791968903827,48.8583768750719
858471,Starina nad Cirochou,520829,Stakčín,709,Snina,7,Prešovský,Prešovský kraj,SK041,Snina,SK0419,Stakčín,SK0419520829,-188334.690355873,-1204675.63787211,22.2534461300183,49.0609462918653
858480,Starina,527009,Starina,710,Stará Ľubovňa,7,Prešovský,Prešovský kraj,SK041,Stará Ľubovňa,SK041A,Starina,SK041A527009,-290685.06340776,-1171482.82029555,20.831041476685,49.3196577497085
858498,Starňa,515612,Tornaľa,608,Revúca,6,Banskobystrický,Banskobystrický kraj,SK032,Revúca,SK0328,Tornaľa,SK0328515612,-331383.150831482,-1267181.2083488,20.3491879890559,48.4401141012178
858501,Starý Hrádok,502758,Starý Hrádok,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Starý Hrádok,SK0232502758,-460525.427688831,-1289906.30747971,18.6340049724312,48.1552574888212
858544,Starý Smokovec,560103,Vysoké Tatry,706,Poprad,7,Prešovský,Prešovský kraj,SK041,Poprad,SK0416,Vysoké Tatry,SK0416560103,-338920.459691254,-1189379.29985986,20.1837117049363,49.1345202271548
858579,Starý Tekov,502766,Starý Tekov,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Starý Tekov,SK0232502766,-465907.75932198,-1279568.12955917,18.5505099451457,48.2439851261253
858633,Staškov,509485,Staškov,502,Čadca,5,Žilinský,Žilinský kraj,SK031,Čadca,SK0312,Staškov,SK0312509485,-445491.641077995,-1147324.35760569,18.6815575504973,49.4442343915114
858676,Staškovce,527823,Staškovce,711,Stropkov,7,Prešovský,Prešovský kraj,SK041,Stropkov,SK041B,Staškovce,SK041B527823,-223743.319425126,-1179069.42094995,21.7552572144221,49.2792937860048
858684,Stebnícka Huta,519804,Stebnícka Huta,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Stebnícka Huta,SK0411519804,-260002.848282443,-1162524.15401274,21.2468423556566,49.4137550210343
858692,Stebník,519812,Stebník,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Stebník,SK0411519812,-260320.931461746,-1165868.97302154,21.2446201498685,49.383580671641
858757,Stožok,518824,Stožok,604,Detva,6,Banskobystrický,Banskobystrický kraj,SK032,Detva,SK0324,Stožok,SK0324518824,-403541.578293822,-1253217.39852563,19.3628106059418,48.5232963936502
858765,Stráňany,527017,Stráňany,710,Stará Ľubovňa,7,Prešovský,Prešovský kraj,SK041,Stará Ľubovňa,SK041A,Stráňany,SK041A527017,-311584.047304425,-1165958.27241359,20.5397751409397,49.3590967094193
858781,Stráňavy,517950,Stráňavy,511,Žilina,5,Žilinský,Žilinský kraj,SK031,Žilina,SK031B,Stráňavy,SK031B517950,-437074.916985367,-1179758.37132712,18.8322942507222,49.1595029176121
858803,Stráne pod Tatrami,523909,Stráne pod Tatrami,703,Kežmarok,7,Prešovský,Prešovský kraj,SK041,Kežmarok,SK0413,Stráne pod Tatrami,SK0413523909,-325186.337031414,-1187144.26809515,20.369823221792,49.1619223372745
858811,Stránska,515566,Stránska,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Stránska,SK0329515566,-337285.938998064,-1271055.96971549,20.2726568555799,48.4021932973545
858838,Stránske,517968,Stránske,511,Žilina,5,Žilinský,Žilinský kraj,SK031,Žilina,SK031B,Stránske,SK031B517968,-443982.416708547,-1185119.50554025,18.7437237040804,49.1065417024045
858854,Stratená,526291,Stratená,808,Rožňava,8,Košický,Košický kraj,SK042,Rožňava,SK0428,Stratená,SK0428526291,-328572.509267627,-1217275.9667893,20.3476454992269,48.8896444225122
858862,Stráža,517976,Stráža,511,Žilina,5,Žilinský,Žilinský kraj,SK031,Žilina,SK031B,Stráža,SK031B517976,-430841.263906025,-1172619.26355216,18.9099449757967,49.2278676172933
858871,Strážky,523828,Spišská Belá,703,Kežmarok,7,Prešovský,Prešovský kraj,SK041,Kežmarok,SK0413,Spišská Belá,SK0413523828,-320353.31711264,-1186052.0180598,20.4351233933674,49.1742388394378
858889,Strážne,543799,Strážne,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Strážne,SK042B543799,-220458.7661198,-1279485.36799805,21.8539800316916,48.378140959143
858897,Strážov,517402,Žilina,511,Žilina,5,Žilinský,Žilinský kraj,SK031,Žilina,SK031B,Žilina,SK031B517402,-446137.215345469,-1170383.46676699,18.6981433564584,49.2370874212719
858935,Strážske,523101,Strážske,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Strážske,SK0427523101,-220420.664229429,-1224042.34872257,21.8251290355907,48.87639450643
858943,Strečno,517984,Strečno,511,Žilina,5,Žilinský,Žilinský kraj,SK031,Žilina,SK031B,Strečno,SK031B517984,-434823.876299781,-1178765.90192854,18.8620052047783,49.1699817422365
858960,Klin nad Bodrogom,513831,Klin nad Bodrogom,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Klin nad Bodrogom,SK042B513831,-230226.438427842,-1279145.02629209,21.7220327444576,48.3777102964359
858978,Streda nad Bodrogom,543802,Streda nad Bodrogom,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Streda nad Bodrogom,SK042B543802,-227517.076310435,-1280112.93132473,21.7591050064527,48.3699950497896
859001,Stredné Plachtince,516406,Stredné Plachtince,610,Veľký Krtíš,6,Banskobystrický,Banskobystrický kraj,SK032,Veľký Krtíš,SK032A,Stredné Plachtince,SK032A516406,-411633.920598207,-1285016.28161505,19.2847039754647,48.2328118015996
859028,Strekov,503550,Strekov,404,Nové Zámky,4,Nitriansky,Nitriansky kraj,SK023,Nové Zámky,SK0234,Strekov,SK0234503550,-479717.471960752,-1316895.78562559,18.4073664131007,47.8991288289165
859044,Strelnice,515574,Leváre,608,Revúca,6,Banskobystrický,Banskobystrický kraj,SK032,Revúca,SK0328,Leváre,SK0328515574,-337392.199484693,-1258994.09708152,20.2615080415923,48.5104269094714
859052,Strelníky,509027,Strelníky,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Strelníky,SK0321509027,-398542.615380143,-1233188.51208308,19.4111359157422,48.7061668473995
859061,Stretava,523119,Stretava,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Stretava,SK0427523119,-208781.957331457,-1250737.76006174,21.9971587372897,48.6404836643021
859079,Stretavka,523127,Stretavka,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Stretavka,SK0427523127,-209677.836266033,-1253333.10290714,21.9863176912319,48.616860211709
859095,Streženice,557471,Streženice,308,Púchov,3,Trenčiansky,Trenčiansky kraj,SK022,Púchov,SK0228,Streženice,SK0228557471,-476821.348638956,-1182356.72874703,18.2923374830915,49.1069593882225
859117,Strihovce,520845,Strihovce,709,Snina,7,Prešovský,Prešovský kraj,SK041,Snina,SK0419,Strihovce,SK0419520845,-188037.218057467,-1222849.00690757,22.265839990161,48.8977064468407
859125,Stročín,527831,Stročín,712,Svidník,7,Prešovský,Prešovský kraj,SK041,Svidník,SK041C,Stročín,SK041C527831,-234690.013235644,-1179800.15962204,21.6053709328514,49.2686831339989
859133,Stropkov,527840,Stropkov,711,Stropkov,7,Prešovský,Prešovský kraj,SK041,Stropkov,SK041B,Stropkov,SK041B527840,-230095.024838924,-1188180.75367229,21.6731981078325,49.1951138282157
859249,Bokša,527840,Stropkov,711,Stropkov,7,Prešovský,Prešovský kraj,SK041,Stropkov,SK041B,Stropkov,SK041B527840,-233525.379227392,-1186552.4282535,21.6252395662278,49.2084623328165
859281,Studená,515582,Studená,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Studená,SK0329515582,-361914.728330995,-1296505.71352659,19.9625057082624,48.1601058738058
859290,Studenec,543641,Studenec,704,Levoča,7,Prešovský,Prešovský kraj,SK041,Levoča,SK0414,Studenec,SK0414543641,-297282.009566803,-1202896.91389438,20.7633605079475,49.0344506918854
859303,Studienka,504874,Studienka,106,Malacky,1,Bratislavský,Bratislavský kraj,SK010,Malacky,SK0106,Studienka,SK0106504874,-567655.867622795,-1238355.09752427,17.1315922898986,48.5295651984452
859311,Stuľany,519821,Stuľany,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Stuľany,SK0411519821,-249660.376866129,-1193388.24407791,21.4082140375721,49.1407794661868
859320,Mást,508233,Stupava,106,Malacky,1,Bratislavský,Bratislavský kraj,SK010,Malacky,SK0106,Stupava,SK0106508233,-579676.135840999,-1267311.51833732,17.0097478961496,48.2595353007647
859338,Stupava,508233,Stupava,106,Malacky,1,Bratislavský,Bratislavský kraj,SK010,Malacky,SK0106,Stupava,SK0106508233,-577390.45376672,-1264718.88822401,17.0368163456028,48.2848262665647
