IDN5,NM5,IDN4,NM4,IDN3,NM3,IDN2,NM2,NUTS3,NUTS3_CODE,LAU1,LAU1_CODE,LAU2,LAU2_CODE,x,y,x_long,y_lat
800015,Ábelová,511226,Ábelová,606,Lučenec,6,Banskobystrický,Banskobystrický kraj,SK032,Lučenec,SK0326,Ábelová,SK0326511226,-399594.727300796,-1262906.33340412,19.4253704976198,48.4388952905986
800040,Abovce,557757,Abovce,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Abovce,SK0329557757,-332652.002248473,-1281159.84999129,20.3431326598122,48.3139367122641
800058,Abrahám,503673,Abrahám,202,Galanta,2,Trnavský,Trnavský kraj,SK021,Galanta,SK0212,Abrahám,SK0212503673,-534663.618893133,-1273102.61595607,17.6206425881798,48.2474434338486
800066,Abrahámovce,519014,Abrahámovce,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Abrahámovce,SK0411519014,-254278.688588385,-1190398.8325285,21.3431191883097,49.1657604577374
800074,Abrahámovce,523399,Abrahámovce,703,Kežmarok,7,Prešovský,Prešovský kraj,SK041,Kežmarok,SK0413,Abrahámovce,SK0413523399,-319867.226686119,-1200708.44676229,20.4532629851796,49.042909441818
800091,Abramová,512044,Abramová,509,Turčianske Teplice,5,Žilinský,Žilinský kraj,SK031,Turčianske Teplice,SK0319,Abramová,SK0319512044,-441985.479861171,-1204860.62743687,18.7923082852657,48.9309909517405
800112,Abranovce,524158,Abranovce,707,Prešov,7,Prešovský,Prešovský kraj,SK041,Prešov,SK0417,Abranovce,SK0417524158,-254282.960552539,-1215789.24213365,21.3588336690218,48.9376758925101
800121,Adamovské Kochanovce,505838,Adamovské Kochanovce,309,Trenčín,3,Trenčiansky,Trenčiansky kraj,SK022,Trenčín,SK0229,Adamovské Kochanovce,SK0229505838,-506579.617227651,-1206888.299654,17.9167416863043,48.8636929828543
800155,Adidovce,520012,Adidovce,702,Humenné,7,Prešovský,Prešovský kraj,SK041,Humenné,SK0412,Adidovce,SK0412520012,-202990.617331283,-1208547.1061849,22.0549526528101,49.0215504965594
800163,Alekšince,500020,Alekšince,403,Nitra,4,Nitriansky,Nitriansky kraj,SK023,Nitra,SK0233,Alekšince,SK0233500020,-508780.36543088,-1263419.67294864,17.9560540616934,48.3555663165898
800180,Andač,500950,Zbehy,403,Nitra,4,Nitriansky,Nitriansky kraj,SK023,Nitra,SK0233,Zbehy,SK0233500950,-507228.965418311,-1261142.63641937,17.9741533548231,48.3772134198585
800198,Andovce,503029,Andovce,404,Nové Zámky,4,Nitriansky,Nitriansky kraj,SK023,Nové Zámky,SK0234,Andovce,SK0234503029,-502481.433283488,-1304814.23831842,18.0898867974735,47.9897912368978
800201,Andrejová,519022,Andrejová,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Andrejová,SK0411519022,-253859.515856919,-1171383.8788353,21.3369767037741,49.3367303185473
800210,Svätý Anton,516597,Svätý Anton,602,Banská Štiavnica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Štiavnica,SK0322,Svätý Anton,SK0322516597,-434867.78100363,-1263232.452883,18.9503371185878,48.4126022331697
800236,Ardanovce,556220,Ardanovce,406,Topoľčany,4,Nitriansky,Nitriansky kraj,SK023,Topoľčany,SK0236,Ardanovce,SK0236556220,-511155.095714273,-1241752.39694017,17.8976643772785,48.5477109828355
800252,Ardovo,525537,Ardovo,808,Rožňava,8,Košický,Košický kraj,SK042,Rožňava,SK0428,Ardovo,SK0428525537,-324615.030129601,-1258021.67155023,20.433416510054,48.5258823120227
800261,Arnutovce,526363,Arnutovce,810,Spišská Nová Ves,8,Košický,Košický kraj,SK042,Spišská Nová Ves,SK042A,Arnutovce,SK042A526363,-317342.631112417,-1207804.2100062,20.4932366361242,48.9804935257184
800287,Malý Báb,500046,Báb,403,Nitra,4,Nitriansky,Nitriansky kraj,SK023,Nitra,SK0233,Báb,SK0233500046,-516431.604687852,-1269028.08126016,17.8601264222949,48.2991128363544
800295,Veľký Báb,500046,Báb,403,Nitra,4,Nitriansky,Nitriansky kraj,SK023,Nitra,SK0233,Báb,SK0233500046,-514006.088138834,-1269148.61616931,17.8928326817162,48.3000141879759
800309,Babie,544060,Babie,713,Vranov nad Topľou,7,Prešovský,Prešovský kraj,SK041,Vranov nad Topľou,SK041D,Babie,SK041D544060,-244013.911716686,-1201699.95493543,21.4904923954727,49.0683520037965
800317,Babín,509558,Babín,507,Námestovo,5,Žilinský,Žilinský kraj,SK031,Námestovo,SK0317,Babín,SK0317509558,-395632.43641514,-1164631.56282611,19.3843500309278,49.3229862706684
800325,Babin Potok,525294,Terňa,707,Prešov,7,Prešovský,Prešovský kraj,SK041,Prešov,SK0417,Terňa,SK0417525294,-264088.683104242,-1194338.58984892,21.211302927939,49.1262820598573
800333,Babiná,518166,Babiná,611,Zvolen,6,Banskobystrický,Banskobystrický kraj,SK032,Zvolen,SK032B,Babiná,SK032B518166,-425926.028159978,-1261312.90636657,19.0688446573616,48.4359273453513
800341,Babindol,581623,Babindol,403,Nitra,4,Nitriansky,Nitriansky kraj,SK023,Nitra,SK0233,Babindol,SK0233581623,-488921.731924368,-1272737.67822024,18.2338647801133,48.2877975932753
800350,Babinec,514489,Babinec,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Babinec,SK0329514489,-356413.390802309,-1256970.61943976,20.0028268301544,48.5180988984555
800376,Babkov,517755,Lietavská Svinná-Babkov,511,Žilina,5,Žilinský,Žilinský kraj,SK031,Žilina,SK031B,Lietavská Svinná-Babkov,SK031B517755,-451813.740018614,-1179456.54244033,18.6305303796755,49.1516531291113
800384,Bacúch,508446,Bacúch,603,Brezno,6,Banskobystrický,Banskobystrický kraj,SK032,Brezno,SK0323,Bacúch,SK0323508446,-369103.497669927,-1220065.92694453,19.7985870420944,48.8419682356984
800392,Bacúrov,518174,Bacúrov,611,Zvolen,6,Banskobystrický,Banskobystrický kraj,SK032,Zvolen,SK032B,Bacúrov,SK032B518174,-426652.968107524,-1251950.59376369,19.0494972374956,48.5193967596584
800406,Báč,501441,Báč,201,Dunajská Streda,2,Trnavský,Trnavský kraj,SK021,Dunajská Streda,SK0211,Báč,SK0211501441,-555362.826722192,-1297904.08036437,17.3757640072762,48.0075946661289
800414,Bačka,528102,Bačka,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Bačka,SK042B528102,-205361.629038868,-1272738.3793279,22.0543659826564,48.4438788903659
800422,Bačkov,528111,Bačkov,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Bačkov,SK042B528111,-237131.759092525,-1236773.76047011,21.6048041208472,48.7558849261106
800431,Bačkovík,521141,Bačkovík,806,Košice - okolie,8,Košický,Košický kraj,SK042,Košice - okolie,SK0426,Bačkovík,SK0426521141,-249577.443737465,-1233108.78158814,21.433483679521,48.7839768269095
800457,Báčovce,518425,Hontianske Tesáre,605,Krupina,6,Banskobystrický,Banskobystrický kraj,SK032,Krupina,SK0325,Hontianske Tesáre,SK0325518425,-439423.617176658,-1282420.4509673,18.9090148242343,48.2373856522122
800465,Baďan,516601,Baďan,602,Banská Štiavnica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Štiavnica,SK0322,Baďan,SK0322516601,-443397.552493069,-1270900.94149679,18.8435548755404,48.337898723995
800473,Badín,508454,Badín,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Badín,SK0321508454,-422507.4333597,-1234865.54803811,19.0881209863359,48.6754215657781
800481,Báhoň,507806,Báhoň,107,Pezinok,1,Bratislavský,Bratislavský kraj,SK010,Pezinok,SK0107,Báhoň,SK0107507806,-548070.362901606,-1265299.62620914,17.4308088433261,48.3057956282968
800490,Bajany,522287,Bajany,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Bajany,SK0427522287,-200343.881431088,-1256001.64443668,22.1141276859561,48.5959235862636
800503,Bajč,501034,Bajč,401,Komárno,4,Nitriansky,Nitriansky kraj,SK023,Komárno,SK0231,Bajč,SK0231501034,-492879.928952089,-1312450.9787592,18.2268644300589,47.928893336564
800554,Bajerov,524174,Bajerov,707,Prešov,7,Prešovský,Prešovský kraj,SK041,Prešov,SK0417,Bajerov,SK0417524174,-272207.651674319,-1213281.78972762,21.1127827484224,48.9526375526034
800562,Bajerovce,524182,Bajerovce,708,Sabinov,7,Prešovský,Prešovský kraj,SK041,Sabinov,SK0418,Bajerovce,SK0418524182,-294451.060871031,-1183505.73374041,20.7880355225495,49.2099234664838
800571,Bajka,502049,Bajka,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Bajka,SK0232502049,-470152.660076377,-1289240.43272229,18.5043059438826,48.1541481438248
800589,Bajtava,503037,Bajtava,404,Nové Zámky,4,Nitriansky,Nitriansky kraj,SK023,Nové Zámky,SK0234,Bajtava,SK0234503037,-455148.52925036,-1324015.60908908,18.7424836629876,47.8533508102277
800597,Baka,501450,Baka,201,Dunajská Streda,2,Trnavský,Trnavský kraj,SK021,Dunajská Streda,SK0211,Baka,SK0211501450,-545831.793984124,-1311757.23914406,17.5206341637244,47.8918537664602
800601,Bakta,514462,Rimavská Sobota,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Rimavská Sobota,SK0329514462,-350583.27179398,-1271248.14492424,20.0935529010757,48.3932130857211
800619,Baláže,508471,Baláže,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Baláže,SK0321508471,-413617.109929904,-1218465.95098457,19.1921302403803,48.8284409442145
800627,Baldovce,526371,Baldovce,704,Levoča,7,Prešovský,Prešovský kraj,SK041,Levoča,SK0414,Baldovce,SK0414526371,-301118.027900154,-1207592.29700481,20.7144218318523,48.9904450870018
800635,Balog nad Ipľom,515868,Balog nad Ipľom,610,Veľký Krtíš,6,Banskobystrický,Banskobystrický kraj,SK032,Veľký Krtíš,SK032A,Balog nad Ipľom,SK032A515868,-424574.410599025,-1301013.44747538,19.1270163895978,48.0807781765762
800643,Baloň,501468,Baloň,201,Dunajská Streda,2,Trnavský,Trnavský kraj,SK021,Dunajská Streda,SK0211,Baloň,SK0211501468,-536375.191094125,-1318118.17918943,17.6544956107024,47.8429474918339
800651,Baňa,527114,Baňa,711,Stropkov,7,Prešovský,Prešovský kraj,SK041,Stropkov,SK041B,Baňa,SK041B527114,-234757.074459515,-1185570.71591345,21.6077843351379,49.2168173416229
800678,Banka,581399,Banka,204,Piešťany,2,Trnavský,Trnavský kraj,SK021,Piešťany,SK0214,Banka,SK0214581399,-513645.540744715,-1238227.74851999,17.8597235483705,48.5772449138708
800694,Banky,513962,Diviaky nad Nitricou,307,Prievidza,3,Trenčiansky,Trenčiansky kraj,SK022,Prievidza,SK0227,Diviaky nad Nitricou,SK0227513962,-464520.893151258,-1219065.76353945,18.501797587811,48.7872963242438
800708,Banky,516643,Banská Štiavnica,602,Banská Štiavnica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Štiavnica,SK0322,Banská Štiavnica,SK0322516643,-441053.141287593,-1254306.85042335,18.8576273181519,48.4883302773279
800724,Bánov,503045,Bánov,404,Nové Zámky,4,Nitriansky,Nitriansky kraj,SK023,Nové Zámky,SK0234,Bánov,SK0234503045,-494387.889339244,-1299423.83916309,18.1916529269704,48.0444422840924
800732,Malá Kesa,503045,Bánov,404,Nové Zámky,4,Nitriansky,Nitriansky kraj,SK023,Nové Zámky,SK0234,Bánov,SK0234503045,-494213.956005211,-1298419.71740916,18.1928098497405,48.0535745131137
800759,Bánová,517402,Žilina,511,Žilina,5,Žilinský,Žilinský kraj,SK031,Žilina,SK031B,Žilina,SK031B517402,-446128.67197207,-1175343.86676583,18.7037095547347,49.1926307418103
800805,Bánovce nad Bebravou,542652,Bánovce nad Bebravou,301,Bánovce nad Bebravou,3,Trenčiansky,Trenčiansky kraj,SK022,Bánovce nad Bebravou,SK0221,Bánovce nad Bebravou,SK0221542652,-482353.721928067,-1224773.60415705,18.266644638675,48.7226452542004
801011,Bánovce nad Ondavou,522295,Bánovce nad Ondavou,807,Michalovce,8,Košický,Košický kraj,SK042,Michalovce,SK0427,Bánovce nad Ondavou,SK0427522295,-222214.142708032,-1246423.96184583,21.8127155484087,48.6746368883021
801038,Banská Belá,516627,Banská Belá,602,Banská Štiavnica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Štiavnica,SK0322,Banská Belá,SK0322516627,-433518.344778789,-1255438.56884853,18.9604442286251,48.4834215584984
801062,Banská Bystrica,508438,Banská Bystrica,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Banská Bystrica,SK0321508438,-417112.867443547,-1228718.07440783,19.1549925010443,48.7341711109257
801101,Sásová,508438,Banská Bystrica,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Banská Bystrica,SK0321508438,-416544.063589822,-1225667.14884597,19.1596335743859,48.7619128520759
801241,Radvaň,508438,Banská Bystrica,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Banská Bystrica,SK0321508438,-421823.971914978,-1230175.66476388,19.0926049835848,48.7179417234902
801283,Podlavice,508438,Banská Bystrica,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Banská Bystrica,SK0321508438,-421235.933208331,-1226844.62561718,19.0971861569256,48.7482111778725
801372,Malachov,580244,Malachov,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Malachov,SK0321580244,-423106.406928667,-1230731.94789651,19.075792026651,48.712087680738
801381,Kremnička,508438,Banská Bystrica,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Banská Bystrica,SK0321508438,-420164.286157926,-1233170.64678311,19.1181358115311,48.6921976840584
801402,Šalková,508438,Banská Bystrica,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Banská Bystrica,SK0321508438,-412040.806222405,-1228743.8090648,19.2237913219399,48.7372994305195
801411,Senica,508438,Banská Bystrica,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Banská Bystrica,SK0321508438,-414036.638507708,-1227641.4630454,19.1956260508372,48.7458695644054
801429,Kynceľová,557277,Kynceľová,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Kynceľová,SK0321557277,-414961.290474387,-1226911.77931177,19.1823544328037,48.7518016833028
801437,Nemce,557285,Nemce,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Nemce,SK0321557285,-415804.739271338,-1224122.74628299,19.1681099868684,48.7762559743943
801453,Kostiviarska,508438,Banská Bystrica,601,Banská Bystrica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Bystrica,SK0321,Banská Bystrica,SK0321508438,-418431.845315795,-1225150.61200997,19.133501858725,48.7652855777092
801461,Banská Hodruša,516759,Hodruša-Hámre,612,Žarnovica,6,Banskobystrický,Banskobystrický kraj,SK032,Žarnovica,SK032C,Hodruša-Hámre,SK032C516759,-443629.963359833,-1257257.33170248,18.8260009051187,48.4600643050263
801470,Banská Štiavnica,516643,Banská Štiavnica,602,Banská Štiavnica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Štiavnica,SK0322,Banská Štiavnica,SK0322516643,-438102.627778264,-1258921.14763313,18.9022587104573,48.4490185377801
801640,Banské,544078,Banské,713,Vranov nad Topľou,7,Prešovský,Prešovský kraj,SK041,Vranov nad Topľou,SK041D,Banské,SK041D544078,-239971.060774006,-1229237.29012112,21.5618480153456,48.8225177390088
801658,Banský Studenec,516651,Banský Studenec,602,Banská Štiavnica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Štiavnica,SK0322,Banský Studenec,SK0322516651,-432428.189668146,-1259037.56093085,18.9788691368985,48.4518988876684
801674,Malá Bara,528129,Bara,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Bara,SK042B528129,-229170.467190866,-1274480.23276009,21.7337312310295,48.4200150772346
801682,Veľká Bara,528129,Bara,811,Trebišov,8,Košický,Košický kraj,SK042,Trebišov,SK042B,Bara,SK042B528129,-230567.117178908,-1273997.08321575,21.7146102123642,48.4238475061576
801691,Barca,514501,Barca,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Barca,SK0329514501,-340100.389774219,-1274701.12352661,20.2376616867907,48.3679558702197
801712,Bardejov,519006,Bardejov,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Bardejov,SK0411519006,-259155.976302399,-1175498.70376304,21.2668129140677,49.2975793520175
802077,Bardejovská Nová Ves,519006,Bardejov,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Bardejov,SK0411519006,-254874.437414878,-1174756.90339973,21.3251493795636,49.306017290846
802093,Bardoňovo,503053,Bardoňovo,404,Nové Zámky,4,Nitriansky,Nitriansky kraj,SK023,Nové Zámky,SK0234,Bardoňovo,SK0234503053,-476553.214447019,-1293331.59893792,18.4231780590998,48.1126955237057
802107,Bartošova Lehôtka,516660,Bartošova Lehôtka,613,Žiar nad Hronom,6,Banskobystrický,Banskobystrický kraj,SK032,Žiar nad Hronom,SK032D,Bartošova Lehôtka,SK032D516660,-435680.993100846,-1236487.94052247,18.9114617561102,48.6518531980982
802115,Bartošovce,519049,Bartošovce,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Bartošovce,SK0411519049,-259287.572036616,-1186475.21960248,21.2720120117101,49.1989334589437
802123,Baška,521159,Baška,806,Košice - okolie,8,Košický,Košický kraj,SK042,Košice - okolie,SK0426,Baška,SK0426521159,-268658.213050691,-1240519.23926184,21.1789177085626,48.7095104234434
802140,Baškovce,520021,Baškovce,702,Humenné,7,Prešovský,Prešovský kraj,SK041,Humenné,SK0412,Baškovce,SK0412520021,-218468.736384766,-1206870.07136282,21.8425898812771,49.0313851391295
802158,Baškovce,522309,Baškovce,809,Sobrance,8,Košický,Košický kraj,SK042,Sobrance,SK0429,Baškovce,SK0429522309,-193335.82763425,-1235138.71678204,22.199371702329,48.7856352651335
802166,Bašovce,558354,Bašovce,204,Piešťany,2,Trnavský,Trnavský kraj,SK021,Piešťany,SK0214,Bašovce,SK0214558354,-516941.255760563,-1231886.4058747,17.8073600915049,48.6313280206723
802174,Batizovce,523402,Batizovce,706,Poprad,7,Prešovský,Prešovský kraj,SK041,Poprad,SK0416,Batizovce,SK0416523402,-339131.946979624,-1195564.61183748,20.1859569149963,49.0788865721746
802191,Bátka,514519,Bátka,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Bátka,SK0329514519,-346205.624105763,-1273973.16970858,20.1548069434254,48.3711695681792
802204,Dulovo,557919,Dulovo,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Dulovo,SK0329557919,-343491.175172147,-1273858.39149248,20.191287933282,48.3736842180079
802212,Bátorová,515876,Bátorová,610,Veľký Krtíš,6,Banskobystrický,Banskobystrický kraj,SK032,Veľký Krtíš,SK032A,Bátorová,SK032A515876,-412717.927365624,-1295784.06165175,19.2806507311272,48.1355160488501
802221,Bátovce,502057,Bátovce,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Bátovce,SK0232502057,-448757.150761687,-1275952.70227359,18.7768684115963,48.2888156102984
802239,Jalakšová,502057,Bátovce,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Bátovce,SK0232502057,-449738.13466359,-1277566.33911202,18.7654116375557,48.2736502681869
802247,Kmeťovce,502219,Drženice,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Drženice,SK0232502219,-454655.024375831,-1278363.22508415,18.7002402843762,48.2629852844728
802255,Beckov,505846,Beckov,304,Nové Mesto nad Váhom,3,Trenčiansky,Trenčiansky kraj,SK022,Nové Mesto nad Váhom,SK0224,Beckov,SK0224505846,-507919.231555962,-1215459.05951497,17.9091183305768,48.7858408515473
802263,Beharovce,526380,Beharovce,704,Levoča,7,Prešovský,Prešovský kraj,SK041,Levoča,SK0414,Beharovce,SK0414526380,-293398.338898661,-1206209.00150996,20.8187752185193,49.0065489257387
802271,Behynce,505714,Veľké Ripňany,406,Topoľčany,4,Nitriansky,Nitriansky kraj,SK023,Topoľčany,SK0236,Veľké Ripňany,SK0236505714,-506505.213761682,-1245142.6253274,17.9645136501484,48.5211136520974
802280,Behynce,515612,Tornaľa,608,Revúca,6,Banskobystrický,Banskobystrický kraj,SK032,Revúca,SK0328,Tornaľa,SK0328515612,-335567.429118148,-1268075.07070831,20.2934437079035,48.4298734952712
802298,Becherov,519057,Becherov,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Becherov,SK0411519057,-255480.585562813,-1160813.79479846,21.3080121333565,49.431000664505
802301,Belá,503061,Belá,404,Nové Zámky,4,Nitriansky,Nitriansky kraj,SK023,Nové Zámky,SK0234,Belá,SK0234503061,-467159.839812226,-1325692.92280302,18.584346557572,47.8296192281408
802328,Belá,512052,Belá-Dulice,506,Martin,5,Žilinský,Žilinský kraj,SK031,Martin,SK0316,Belá-Dulice,SK0316512052,-422457.997326163,-1201033.63554728,19.0541419332971,48.9788493041235
802336,Belá,517429,Belá,511,Žilina,5,Žilinský,Žilinský kraj,SK031,Žilina,SK031B,Belá,SK031B517429,-425674.667355793,-1171692.58002327,18.9797043041604,49.2397460088864
802395,Belá nad Cirochou,520039,Belá nad Cirochou,709,Snina,7,Prešovský,Prešovský kraj,SK041,Snina,SK0419,Belá nad Cirochou,SK0419520039,-199377.634159589,-1214457.8757103,22.107193971039,48.9695989838109
802409,Beladice,500062,Beladice,407,Zlaté Moravce,4,Nitriansky,Nitriansky kraj,SK023,Zlaté Moravce,SK0237,Beladice,SK0237500062,-484651.197980573,-1267531.72118511,18.2852085757114,48.3377409527823
802417,Pustý Chotár,500062,Beladice,407,Zlaté Moravce,4,Nitriansky,Nitriansky kraj,SK023,Zlaté Moravce,SK0237,Beladice,SK0237500062,-485535.258033529,-1266706.99883289,18.2723742164546,48.3444506902244
802425,Belejovce,527122,Belejovce,712,Svidník,7,Prešovský,Prešovský kraj,SK041,Svidník,SK041C,Belejovce,SK041C527122,-238765.820427702,-1167882.78315241,21.5423945964834,49.3741812511631
802433,Belín,514535,Belín,609,Rimavská Sobota,6,Banskobystrický,Banskobystrický kraj,SK032,Rimavská Sobota,SK0329,Belín,SK0329514535,-349768.818093287,-1277139.30802636,20.1094328689288,48.3407812756945
802450,Belina,511234,Belina,606,Lučenec,6,Banskobystrický,Banskobystrický kraj,SK032,Lučenec,SK0326,Belina,SK0326511234,-369523.175791825,-1287614.46115306,19.8526770791535,48.2355113307678
802468,Belince,542661,Belince,406,Topoľčany,4,Nitriansky,Nitriansky kraj,SK023,Topoľčany,SK0236,Belince,SK0236542661,-497634.243499193,-1252512.3953403,18.0929275849393,48.4621823371153
802476,Bellova Ves,555517,Bellova Ves,201,Dunajská Streda,2,Trnavský,Trnavský kraj,SK021,Dunajská Streda,SK0211,Bellova Ves,SK0211555517,-544248.620109698,-1289538.29191054,17.5133188907088,48.0921203456314
802484,Beloveža,519065,Beloveža,701,Bardejov,7,Prešovský,Prešovský kraj,SK041,Bardejov,SK0411,Beloveža,SK0411519065,-252196.241328256,-1175030.3658649,21.3621089524332,49.3046563951446
802492,Beluj,516678,Beluj,602,Banská Štiavnica,6,Banskobystrický,Banskobystrický kraj,SK032,Banská Štiavnica,SK0322,Beluj,SK0322516678,-440041.103221882,-1270096.00047612,18.8878529848655,48.3474670361422
802506,Beluša,512851,Beluša,308,Púchov,3,Trenčiansky,Trenčiansky kraj,SK022,Púchov,SK0228,Beluša,SK0228512851,-472828.091632752,-1188479.52497859,18.3539306978641,49.0551498415031
802565,Belža,521167,Belža,806,Košice - okolie,8,Košický,Košický kraj,SK042,Košice - okolie,SK0426,Belža,SK0426521167,-262455.768394716,-1254674.20774883,21.2720447138222,48.5849733267794
802573,Beňadiková,510271,Beňadiková,505,Liptovský Mikuláš,5,Žilinský,Žilinský kraj,SK031,Liptovský Mikuláš,SK0315,Beňadiková,SK0315510271,-375547.053908183,-1193050.76706951,19.6862775505922,49.0805285326743
802581,Beňadikovce,527131,Beňadikovce,712,Svidník,7,Prešovský,Prešovský kraj,SK041,Svidník,SK041C,Beňadikovce,SK041C527131,-239295.856516852,-1184095.3675019,21.5446737489933,49.2283380798484
802590,Beňadovo,509566,Beňadovo,507,Námestovo,5,Žilinský,Žilinský kraj,SK031,Námestovo,SK0317,Beňadovo,SK0317509566,-397289.090592217,-1152325.2074677,19.3495077037368,49.4322979027834
802603,Beňatina,522317,Beňatina,809,Sobrance,8,Košický,Košický kraj,SK042,Sobrance,SK0429,Beňatina,SK0429522317,-183208.742808509,-1233734.40223743,22.3364968454733,48.8013044188575
802611,Beniakovce,521175,Beniakovce,806,Košice - okolie,8,Košický,Košický kraj,SK042,Košice - okolie,SK0426,Beniakovce,SK0426521175,-258584.532801071,-1234803.04058137,21.3120957320766,48.7651002592593
802638,Benice,510262,Liptovský Mikuláš,505,Liptovský Mikuláš,5,Žilinský,Žilinský kraj,SK031,Liptovský Mikuláš,SK0315,Liptovský Mikuláš,SK0315510262,-385006.083544625,-1192885.47988632,19.5569371642398,49.0762275607794
802654,Benice,512061,Benice,506,Martin,5,Žilinský,Žilinský kraj,SK031,Martin,SK0316,Benice,SK0316512061,-436001.235792829,-1198544.95021233,18.8670272550821,48.9918299612778
802662,Benkovce,544086,Benkovce,713,Vranov nad Topľou,7,Prešovský,Prešovský kraj,SK041,Vranov nad Topľou,SK041D,Benkovce,SK041D544086,-228523.300186827,-1216147.97308899,21.7103686443437,48.9444167822792
802671,Beňova Lehota,509540,Dolný Kubín,503,Dolný Kubín,5,Žilinský,Žilinský kraj,SK031,Dolný Kubín,SK0313,Dolný Kubín,SK0313509540,-405168.310073561,-1172940.33784724,19.2618267788608,49.2423021183421
802689,Beňuš,508462,Beňuš,603,Brezno,6,Banskobystrický,Banskobystrický kraj,SK032,Brezno,SK0323,Beňuš,SK0323508462,-374725.170259024,-1220562.72595682,19.7226150894957,48.8341646672596
802727,Beňušovce,510777,Liptovský Trnovec,505,Liptovský Mikuláš,5,Žilinský,Žilinský kraj,SK031,Liptovský Mikuláš,SK0315,Liptovský Trnovec,SK0315510777,-384703.565893154,-1185641.07401569,19.5542384938662,49.1414056779961
802735,Bernolákovo,507814,Bernolákovo,108,Senec,1,Bratislavský,Bratislavský kraj,SK010,Senec,SK0108,Bernolákovo,SK0108507814,-558152.873839597,-1275930.92809667,17.3096276147491,48.2018039749189
802743,Bertotovce,524191,Bertotovce,707,Prešov,7,Prešovský,Prešovský kraj,SK041,Prešov,SK0417,Bertotovce,SK0417524191,-278506.213637497,-1204963.77868763,21.0212398410857,49.0245658945071
802760,Beša,502065,Beša,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Beša,SK0232502065,-477654.063600254,-1289228.37993016,18.4038222965778,48.1486392908785
802778,Jesenské,556777,Jesenské,402,Levice,4,Nitriansky,Nitriansky kraj,SK023,Levice,SK0232,Jesenské,SK0232556777,-476890.821762581,-1287673.15593051,18.4122923068877,48.1631528528964
